Details.Headquarters Regions.Other,Details.Headquarters Regions.New England,Details.Headquarters Regions.Greater New York Area,Details.Headquarters Regions.Midwestern US,Details.Headquarters Regions.Great Lakes,,Sector.Health Care,Sector.Financials,Sector.Information Technology,Sector.Real Estate,Sector.Communication Services,Sector.Industrials,Sector.Energy,Sector.Consumer Discretionary,Sector.Consumer Staples,Sector.Materials,Sector.Other,Overview.Number of Founded Organizations,Overview.Gender.Agender,Overview.Gender.Female,Overview.Gender.Male,Overview.Gender.Non-Binary,Overview.Gender.Other,Overview.Gender.Prefer not to identify,Overview.Regions.Midwestern US,Overview.Regions.Greater New York Area,Overview.Regions.Other,Overview.Regions.Northeastern US,Overview.Regions.New England,Overview.Regions.Southern US,Overview.Regions.Great Lakes,Overview.Regions.East Coast,Overview.Regions.West Coast,Overview.Regions.Western US,Education.0.Prestigious University,Education.1.Prestigious University,Education.MBA,Education.Bachelors,Education.Masters,Education.PhD,Education.Other,Major.Engineering,Major.Business,Major.Physical/Life Science,Major.Social Science,Major.Mathematics,Major.Law,Major.Art,Major.Other,Target,Details.Years Since Founded
0,1,0,0,0,0,,,1,,1,,,,,,,1,0,5,7,0,0,0,1,0,0,0,10,0,1,10,0,0,1,1,2,8,1,0,1,2,6,0,1,1,0,0,3,1,13
1,0,0,0,0,0,,,1,,,1,,,,,1,1,0,2,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1,0,0,0,0,0,,,1,,1,,,,,,,1,0,1,7,0,0,0,0,0,7,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,2,0,0,0,0,0,1,1,12
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,16
0,0,0,0,0,NO HEAD,,,,,1,,,,,,1,1.666666667,0,0,5,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,4,2,1,0,3,0,0,1,0,0,0,2,1,17
0,0,0,0,0,NO HEAD,,,,,,1,,,,,1,1.285714286,0,1,11,0,0,0,0,0,0,0,0,0,0,0,11,5,6,2,1,5,5,2,0,8,0,0,0,0,0,0,3,0,7
0,0,0,0,0,NO HEAD,,,,,,1,,,,,1,1.285714286,0,1,11,0,0,0,0,0,0,0,0,0,0,0,11,5,6,2,1,5,5,2,0,8,0,0,0,0,0,0,3,0,7
0,0,0,0,1,0,,,1,,,,,1,,,1,1,0,2,6,0,0,0,0,2,0,6,0,1,4,3,0,0,2,2,3,6,0,0,0,0,4,1,1,0,0,0,2,0,18
0,0,0,0,0,NO HEAD,,1,,,,,,,,,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,3
0,0,0,0,0,NO HEAD,,,,,,,,,,,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,13
0,1,0,0,0,0,1,,,,,,,,,,,2,0,2,14,0,0,0,1,0,0,0,3,0,1,3,0,0,6,3,1,2,1,1,10,2,2,1,0,0,0,0,9,1,20
0,0,0,0,0,NO HEAD,,,1,,1,,,,,,,1.4,0,2,8,0,0,0,0,1,0,1,0,0,0,1,9,8,4,2,3,4,3,0,0,5,4,0,1,0,0,0,1,1,5
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1.5,0,1,13,0,0,0,0,1,1,1,1,0,0,2,4,4,3,1,5,3,3,2,4,0,3,2,2,0,1,0,6,1,18
0,1,0,0,0,0,,,,,,,1,,,1,,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
0,0,0,0,1,0,,,,,,,1,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,23
0,1,0,0,0,0,1,,,,,,1,,,1,,1,0,4,8,0,0,0,0,1,1,1,0,0,0,1,0,0,3,2,2,2,1,2,5,5,0,2,0,0,0,0,8,1,28
0,1,0,0,0,0,,,1,,,,,,,,1,1.5,0,0,7,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,1,2,0,0,3,1,3,0,0,0,0,0,1,1,19
0,0,0,1,0,0,1,,,,,,,,,,,1.5,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,9
0,1,0,0,0,0,,,1,,,1,,,,,1,1.666666667,0,0,3,0,0,0,0,0,0,0,2,0,0,2,1,1,3,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,3
1,0,0,0,0,0,,,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
,,,,,NO HEAD,1,,,,,,1,1,,1,1,1,0,0,7,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,1,2,2,2,0,2,0,0,0,0,1,0,7
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1,0,0,0,0,0,,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
0,1,0,0,0,0,1,,,,,,,,,,,4,0,2,8,0,0,0,1,0,1,0,5,0,1,5,1,2,3,2,3,3,2,2,2,4,2,3,3,0,0,0,2,1,21
0,0,0,1,1,0,1,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,11
0,0,0,1,1,0,1,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,11
0,0,0,0,0,NO HEAD,1,1,,,,,,,,,,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,3,2,0,1,0,4,0,1,0,0,0,2,1,16
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
0,0,0,0,0,NO HEAD,,,1,,,1,,1,,,,1,0,1,13,0,0,0,0,0,2,0,0,1,0,0,2,3,0,1,2,4,4,0,2,7,2,0,0,0,0,0,2,1,42
1,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,1,,,,,1,,,,,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,33
0,0,0,0,0,NO HEAD,1,,,,,,,,,,1,1,0,3,3,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,16
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,0,0,2,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,27
0,1,0,0,0,0,1,,1,,,,,,,,1,1,0,1,4,0,0,0,0,1,0,1,1,0,0,2,0,0,2,1,0,3,0,3,2,1,0,3,1,0,0,0,0,1,27
0,1,0,0,0,0,1,,1,,,,,,,,1,1,0,1,4,0,0,0,0,1,0,1,1,0,0,2,0,0,2,1,0,3,0,3,2,1,0,3,1,0,0,0,0,1,27
0,0,0,1,1,0,,,,,,,,1,,,1,1,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6
,,,,,NO HEAD,,,,,,,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,NO HEAD,,,1,,,1,,1,,,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,3
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,2,0,0,8,0,0,0,0,0,0,0,2,0,0,2,0,4,0,1,0,7,2,3,1,0,2,4,0,0,0,0,2,1,13
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,6,6,2,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,9
0,0,0,0,0,NO HEAD,,,1,,,,,,,,,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,1,,,,,1,,,,,1,1.2,0,1,7,0,0,0,0,0,0,0,0,1,0,1,6,5,1,1,2,1,1,0,1,2,1,2,0,0,0,0,1,0,8
0,0,0,0,0,NO HEAD,,,,,,1,,1,,,,1,0,0,7,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,,,,,,1,,,,,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,1,1,0,1,,1,,,,,,,,,1,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,4,0,6
0,1,0,0,0,0,,,1,,,1,,,,,,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,59
0,0,0,1,1,0,,,1,,,,1,,,,1,1,0,0,2,0,0,1,2,0,0,0,0,0,2,0,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,0,6
,,,,,NO HEAD,,,,,,,1,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,1,0,0,0,0,,,1,,,,,,,,1,1,0,0,4,0,0,0,1,0,0,0,0,0,1,0,1,1,3,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,1,,,,,,,,,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,4
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
0,0,0,0,0,NO HEAD,,,1,,,1,,1,,,,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,4,1,3,0,2,1,0,1,0,0,0,3,0,12
0,0,0,0,0,NO HEAD,,,,,,1,,,,,,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,18
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,5,0,0,0,1,0,0,0,0,0,1,0,4,3,0,0,1,1,0,2,0,0,1,1,0,0,0,0,2,0,7
0,1,0,0,0,0,1,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,23
0,1,0,0,0,0,1,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,23
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,5,0,0,0,0,2,0,2,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,20
0,1,0,0,0,0,1,,,,,,,,,,,3.333333333,0,2,8,0,0,0,0,1,0,1,4,2,0,6,0,0,1,2,0,3,1,2,2,1,0,3,0,0,0,0,4,1,19
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,3
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,1,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,0,0,0,1,0,1,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,21
0,0,0,0,1,0,,,1,,,,,,,,1,1,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,3
0,0,0,0,0,NO HEAD,,,1,,,1,1,,,,1,1.5,0,2,4,0,0,0,0,0,0,0,0,0,0,0,6,6,2,0,1,2,1,0,0,1,1,0,0,0,0,0,2,0,11
0,0,0,0,0,NO HEAD,,,1,,,1,1,,,,,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,0,5
0,0,1,0,0,0,1,,,,,,,,,,,1,0,1,1,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,4
0,1,0,0,0,0,,,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,NO HEAD,,,,,,,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,,,,,NO HEAD,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,0,0,1,1,0,,,1,1,,,,,,,1,1,0,1,7,0,0,0,2,0,0,1,1,4,3,4,0,0,0,1,2,7,0,0,3,2,6,0,0,0,0,0,2,1,49
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
0,1,0,0,0,0,1,,1,,,,,1,,,1,1,0,2,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,2,0,5,2,3,0,2,1,0,1,0,0,0,2,1,7
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,2,0,1,10,0,0,0,0,1,0,3,2,1,1,3,5,5,4,1,3,3,2,1,2,1,1,0,0,0,0,0,4,1,3
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,,1,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,,,,,1,,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,5
,,,,,NO HEAD,,,,,,1,,,,,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,6,6,2,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,9
0,1,0,0,0,0,,,,,,,,1,,,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,18
1,0,0,0,0,0,1,,,,,,,,,1,1,1,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2,1,24
0,0,0,0,0,NO HEAD,,1,1,,,1,,,,,1,1,0,4,11,0,0,0,0,0,0,0,0,0,0,0,12,10,2,4,3,10,3,0,1,3,3,2,2,0,1,0,3,0,13
0,1,0,0,0,0,1,,,,,,,,,,,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,16
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,3,8,0,1,1,4,1,3,1,1,2,3,0,0,0,0,2,1,29
0,0,0,0,0,NO HEAD,,,1,,,1,,1,,,,1.5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,7
0,0,0,0,0,NO HEAD,,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,3.5,0,1,7,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,2,1,0,1,0,0,0,1,0,0,0,2,1,15
0,0,0,0,0,NO HEAD,,,,,,1,,1,1,,1,2,0,1,3,0,0,0,0,1,0,1,0,0,0,1,2,2,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,6
0,1,0,0,0,0,1,,,,,,,,,,,4,0,0,9,0,0,0,0,0,0,3,5,0,0,5,1,1,5,4,2,6,2,2,1,3,1,3,0,0,0,0,3,0,16
,,,,,NO HEAD,,1,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,1,0,0,0,0,,,,,1,,,,,1,1,1,0,1,11,0,0,0,0,0,1,0,8,1,0,9,1,1,3,5,4,6,3,2,2,6,4,1,1,0,0,0,1,1,16
0,0,0,0,0,NO HEAD,1,,1,,,,,,,1,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,1,,,,,1,,,,,,1.666666667,0,2,6,0,0,0,0,0,0,0,0,1,0,0,6,4,3,2,1,5,2,2,1,4,0,3,0,2,1,0,4,1,16
0,0,0,1,0,0,,,,,,,,,,1,1,1,0,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,6
0,0,0,1,1,0,,,1,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
0,0,1,0,0,0,1,,1,,,1,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,0,0,0,0,NO HEAD,1,,,,,1,,,,1,1,1.428571429,0,0,9,0,0,0,0,2,0,2,0,2,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11
0,0,0,1,1,0,1,,,,,,,,,1,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,NO HEAD,,,,,,,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,1,6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,18
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,0,0,0,0,1,,,,,1,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,1,0,0,0,0,,,1,,,1,,1,,1,,1.333333333,0,1,11,0,0,0,0,0,0,1,6,0,1,6,2,2,6,3,2,7,3,2,2,4,1,3,2,0,0,0,3,0,19
0,0,0,1,1,0,1,,,,,,,,,,,1.25,0,0,14,0,0,0,5,0,0,0,0,0,5,0,1,1,3,3,2,6,4,5,3,1,1,3,0,0,0,0,8,1,12
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,1,13,0,0,0,3,0,0,0,0,0,3,0,7,7,1,0,3,4,0,1,5,0,3,1,0,1,1,0,5,1,34
0,0,0,0,0,NO HEAD,1,,,,,1,,,,,,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4
0,0,0,1,1,0,1,,,,,,,,,,,2,0,1,5,0,0,0,0,2,0,2,1,0,0,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,37
0,1,0,0,0,0,,,1,,,1,,,,1,,1,0,3,5,0,0,0,0,0,0,0,2,0,0,2,1,0,1,2,2,3,1,4,0,2,1,2,1,0,0,0,4,0,8
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,28
0,0,0,0,1,0,,,1,,,,,,,,1,1.25,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,NO HEAD,1,,,,,,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,5
0,1,0,0,0,0,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0,0,0,0,0,,1,1,,,,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,NO HEAD,1,,1,,,1,,,,,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,8
0,0,0,1,1,0,1,,1,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,0,1,0,0,0,1,,,,,,,,,,,1,0,0,5,0,0,0,0,1,0,1,0,0,0,1,2,3,3,0,3,2,0,1,0,3,2,1,0,0,0,0,0,1,23
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,30
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1,0,0,5,0,0,0,0,1,0,1,0,2,0,3,0,0,1,0,1,3,0,0,0,1,1,0,0,0,0,0,3,0,5
0,0,0,0,0,NO HEAD,1,,1,,,1,,,,,,1,0,1,6,0,0,0,0,0,0,0,1,0,0,1,0,3,3,0,3,0,1,0,0,0,3,0,0,0,0,0,1,1,40
0,1,0,0,0,0,,,1,,,,,,,,1,1.333333333,0,1,7,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,5
0,1,0,0,0,0,,,1,,,,,,,,1,1,0,2,9,0,0,0,0,0,3,0,5,0,0,5,1,2,1,2,3,4,2,3,1,4,4,3,1,0,0,0,4,0,14
0,0,0,0,0,NO HEAD,1,,,,,,,,,,1,1,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,24
0,0,0,0,1,0,1,,,,,,,,,,,1.333333333,0,1,4,0,0,0,1,0,0,3,0,1,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3
0,0,0,0,0,NO HEAD,1,,,,,,,,,,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,1,0,0,0,0,1,,,,,,,,,,1,1,0,1,9,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,4,7,3,2,1,2,3,3,0,0,0,0,7,1,24
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1,0,0,0,0,0,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,1,1,0,2,4,0,0,0,0,1,0,1,0,0,0,1,4,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,10
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,3
0,0,0,1,1,0,,,1,,,1,,,,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,0,0,0,0,NO HEAD,,,1,,1,,,,,,,1,0,0,6,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,2,1,0,0,1,0,1,0,1,0,0,0,2,1,20
0,0,1,0,0,0,,,1,,,,,,,,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,2,0,0,1,2,0,0,0,0,0,0,1,1,6
0,1,0,0,0,0,,,1,,,,,1,,,1,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,3,0,0,0,0,0,0,2,0,17
0,0,0,1,0,0,1,,,,,,,,,,,1.333333333,0,1,5,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,21
0,0,0,0,0,NO HEAD,1,1,,,,1,,,,,,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,2,0,0,3,1,0,1,0,0,0,0,0,5
